[Tick #130] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [0]; Defender #3: [1]; 
[Tick #131] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [0]; Defender #3: [1]; 
[Tick #132] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [0]; Defender #3: [1]; 
[Tick #133] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [0]; Defender #3: [1]; 
[Tick #134] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #135] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #136] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #137] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #138] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #139] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #140] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #141] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [1]; 
[Tick #142] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [0]; 
[Tick #143] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [0]; 
[Tick #144] Attacker: [3]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [0]; 
[Tick #145] Attacker: [1]; Defender #0: [3]; Defender #1: [2]; Defender #2: [3]; Defender #3: [0]; 
[Tick #146] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #147] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #148] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #149] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #150] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #151] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #152] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #153] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #154] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #155] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #156] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #157] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #158] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #159] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #160] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #161] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #162] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #163] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #164] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #165] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #166] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #167] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #168] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #169] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #170] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #171] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #172] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #173] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #174] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #175] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #176] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #177] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #178] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #179] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #180] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #181] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #182] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #183] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #184] Attacker: [1]; Defender #0: [-1]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #185] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #186] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #187] Attacker: [1]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #188] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #189] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #190] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #191] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #192] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #193] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #194] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #195] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #196] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #197] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #198] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #199] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #200] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #201] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #202] Attacker: [0]; Defender #0: [3]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #203] Attacker: [0]; Defender #0: [0]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #204] Attacker: [0]; Defender #0: [0]; Defender #1: [-1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #205] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #206] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #207] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #208] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #209] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #210] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #211] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #212] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #213] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #214] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #215] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #216] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #217] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #218] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #219] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #220] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #221] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #222] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #223] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #224] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [-1]; Defender #3: [-1]; 
[Tick #225] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #226] Attacker: [0]; Defender #0: [3]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #227] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #228] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #229] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
[Tick #230] Attacker: [0]; Defender #0: [0]; Defender #1: [1]; Defender #2: [3]; Defender #3: [-1]; 
